id,root,affix,info,pos,tense,person,possession,cases,verb_voice1,verb_voice2,verb_voice3,verb_func,impulsion,degree,copula,singular,plural,question,negative,polite,lexical_affixes,syntactical_affixes
1681,ket/gapla,Yverganingizda,"",VERB,,,,,,,,Participle,,,,,,,,,Y ver gan,ingiz da
1680,ket/gapla,Yverganingizdan,"",VERB,,,,,,,,Participle,,,,,,,,,Y ver gan,ingiz dan
1679,ket/gapla,Yverganingizni,"",VERB,,,,,,,,Participle,,,,,,,,,Y ver gan,ingiz ni
1656,ket/gapla,Yverma,"",VERB,,2,,,,,,Finite,Imperative,,,1,,,1,,Y ver ma,
1671,ket/gapla,Yvermadi,"",VERB,,,,,,,,Finite,Message,,,,,,1,,Y ver ma,di
1672,ket/gapla,Yvermadik,"",VERB,,,,,,,,Finite,Message,,,,,,1,,Y ver ma,di k
1674,ket/gapla,Yvermadim,"",VERB,,,,,,,,Finite,Message,,,,,,1,,Y ver ma,di m
1673,ket/gapla,Yvermading,"",VERB,,,,,,,,Finite,Message,,,,,,1,,Y ver ma,di ng
1675,ket/gapla,Yvermadingiz,"",VERB,,,,,,,,Finite,Message,,,,,,1,,Y ver ma,di ngiz
1666,ket/gapla,Yvermagan,"",VERB,Past,3,,,,,,Participle,,,,,,,1,,Y ver ma gan,
1667,ket/gapla,Yvermagani,"",VERB,Past,3,,,,,,Participle,,,,,,,1,,Y ver ma gan,i
1668,ket/gapla,Yvermaganim,"",VERB,Past,1,,,,,,Participle,,,,,,,1,,Y ver ma gan,im
1669,ket/gapla,Yvermaganing,"",VERB,Past,2,,,,,,Participle,,,,,,,1,,Y ver ma gan,ing
1670,ket/gapla,Yvermaganingiz,"",VERB,Past,2,,,,,,Participle,,,,,,,1,,Y ver ma gan,ingiz
392,uch/besh,ala,"Sonlar uchun: uch{ala}/ besh{ala}",NUM,,,,,,,,,,,,1,,,,,ala,
1836,o`zbek/do`st/yosh,cha,"Ravish yasovchi affiks",ADV,,,,,,,,,,,,1,,,,,cha,
1587,uy,cha,"uycha/kichraytirish manosida",NOUN,,,,,,,,,,,,,,,,,cha,
7,kitob,da,"",NOUN,,,,Locative,,,,,,,,1,,,,,,da
165,Urganch/Aziz,dagi,"faqat atoqli otlar bn kelsa/ lugaviy qushimcha buladi/ boshqa barcha xollarda suz yasovchi bladi",PRN,,,,Locative,,,,,,,,,,,,,dagi,
43,kitob,dami,"",NOUN,,,,Locative,,,,,,,,1,,1,,,mi,da
8,kitob,dan,"",NOUN,,,,Ablative,,,,,,,,1,,,,,,dan
1837,bu/u/shu,dan,"Sifatning qiyosiy darajasi",ADJ,,,,Ablative,,,,,,Comparative,,1,,,,,,dan
44,kitob,danmi,"",NOUN,,,,Ablative,,,,,,,,1,,1,,,mi,dan
402,man/san/siz/biz/,day,"OT ",PRN,,,,,,,,,,,,,,,,,day,
1838,ayt/bor/kel,dek,"Sifatdoshdan keyingi ravishdosh shakli",VERB,Past,3,,,Active,,,Adverbial,Message,,,1,,,,,dek,
124,kitob,dek,"",ADJ,,,,,,,,,,,,,,,,,dek,
299,o`yla/ayt/chiq/cho`k,di,"",VERB,Past,3,,,Active,,,Finite,Message,,,,,,,,,di
174,ol/qo`y,dik,"",VERB,Past,1,,,,,,Finite,Message,,,,1,,,,,di k
179,ol/bor,dikmi,"",VERB,Past,1,,,,,,Finite,,,,,1,1,,,mi,di k
176,ol/bor,dilar,"",VERB,Past,3,,,,,,Finite,Message,,,,1,,,,,di lar
311,o`yla/ayt/chiq/cho`k,dilarmi,"",VERB,Past,3,,,,,,Finite,Message,,,,1,1,,,mi,di lar
175,ol/bor,dim,"",VERB,Past,1,,,,,,Finite,Message,,,1,,,,,,di m
132,yugur/sakra,dimi,"",VERB,Past,2,,,,,,Finite,Message,,,1,,1,,,mi,di
133,yugur/sakra,dimilar,"",VERB,Past,3,,,,,,Finite,,,,,1,1,,,mi,di lar
305,o`yla/ayt/chiq/cho`k,dimmi,"",VERB,Past,1,,,,,,Finite,Message,,,1,,1,,,mi,di m
134,yugur/sakra,ding,"",VERB,Past,2,,,,,,Finite,,,,1,,,,,,di ng
135,yugur/sakra,dingiz,"",VERB,Past,2,,,,,,Finite,,,,1,,,,,,dingiz
1720,bor/uxla,dingizlar,"",VERB,Past,2,,,,,,Finite,,,,,1,,,,,di ngiz lar
1721,bor/uxla,dingizlarmi,"",VERB,Past,2,,,,,,Finite,,,,,1,1,,,mi,di ngiz lar
136,yugur/sakra,dingizmi,"",VERB,Past,2,,,,,,Finite,,,,1,,1,,,mi,di ngiz
304,o`yla/ayt/chiq/cho`k,dinglar,"",VERB,Past,2,,,,,,Finite,Message,,,,1,,,1,,di nglar
137,yugur/sakra,dingmi,"",VERB,Past,2,,,,,,Finite,,,,1,,1,,,mi,di ng
1842,uqituvchi,dir,"copula",NOUN,,,3,,,,,,,,1,,,,,,dir,
676,sar/qiz,g'ish,"Qoida: faqat shu 2ta asos bn kelashi mumkin. Sifat ligaviy shakl yasovchisi | Sifat darajasi",ADJ,,,,,,,,,,Comparative,,,,,,,g'ish,
45,kitob,gami,"",NOUN,,,,Dative,,,,,,,,,,1,,,mi,ga
121,kitob/oyna,gina,"",NOUN,,,,,,,,,,,,1,,,,,gina,
1779,siz/biz,gina,"olmosh",PRN,,,,,,,,,,,,1,,,,,gina,
1780,kichkina/mayda,gina,"sifatlarda",ADJ,,,,,,,,,,,,1,,,,,gina,
9,kun/oy,igacha,"",NOUN,,,,Dative,,,,,,,,1,,,,,gacha,i
1606,foydalan/kuzat,iladigan,"",VERB,Future,3,,,Passive,,,Participle,,,,1,,,,,(i)l (a)digan,
1601,buyur/foydalan,ildi,"Nisbat",VERB,Past,3,,,Passive,,,Finite,Message,,,1,,,,,(i)l,di
1604,buyur/foydalan,ilgan,"Nisbat",VERB,Past,3,,,Passive,,,Participle,,,,1,,,,,(i)l gan,
1605,buyur/foydalan,ilganlik,"Nisbat",VERB,Past,3,,,Passive,,,Participle,,,,1,,,,,(i)l gan lik,
1602,buyur/foydalan,ilib,"Nisbat",VERB,Past,3,,,Passive,,,Adverbial,,,,,,,,,(i)l (i)b,
1603,buyur/foydalan,ilibdi,"Nisbat",VERB,Past,3,,,Passive,,,Adverbial,Message,,,,,,,,(i)l (i)b,di
1148,oq/tom,iz,"Orttirma nisbat",VERB,,,,,,,,,,,,,,,,,iz,
1149,oq/tom,izdi,"Orttirma nisbat",VERB,,,,,,,,,Message,,,,,,,,iz,di
1153,oq/tom,izdik,"Orttirma nisbat",VERB,,,,,,,,,,,,,,,,,iz,di k
1154,oq/tom,izdikmi,"Orttirma nisbat",VERB,,,,,,,,,,,,,,1,,,iz mi,di k
1150,oq/tom,izdilar,"Orttirma nisbat",VERB,,,,,,,,,,,,,1,,,,iz,di lar
1152,oq/tom,izdilarmi,"Orttirma nisbat",VERB,,,,,,,,,,,,,1,1,,,iz mi,di lar
1151,oq/tom,izdimi,"Orttirma nisbat",VERB,,,,,,,,,,,,,,1,,,iz mi,di
1155,oq/tom,izdimmi,"Orttirma nisbat",VERB,,,,,,,,,,,,,,1,,,iz mi,di m
1158,oq/tom,izding,"Orttirma nisbat",VERB,,,,,,,,,,,,,,,,,iz,di ng
1159,oq/tom,izdingiz,"Orttirma nisbat tommoq+iz=tomiz",VERB,,,,,,,,,,,,,,,,,iz,di ngiz
1157,oq/tom,izdingizmi,"Orttirma nisbat",VERB,,,,,,,,,,,,,,1,,,iz mi,di ngiz
1156,oq/tom,izdingmi,"Orttirma nisbat",VERB,,,,,,,,,,,,,,1,,,iz mi,di ng
1222,tomiz,izgan,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,Causative,,,,,,,,,,,,iz,gan
1223,tomiz,izgandi,"tom+iz (tommoq feli + iz nisbati)",VERB,Past,,,,,,,,Message,,,,,,,,iz Gan,di
1225,tom,izgandik,"tom+iz (tommoq feli + iz nisbati)",VERB,Past,,,,,,,,,,,,,,,,iz Gan,di k
1224,tom,izgandimi,"tom+iz (tommoq feli + iz nisbati)",VERB,Past,,,,,,,,,,,,,1,,,iz Gan mi,di
1226,tom,izganding,"tom+iz (tommoq feli + iz nisbati)",VERB,Past,,,,,,,,,,,,,,,,iz Gan,di ng
1227,tom,izgandingiz,"tom+iz (tommoq feli + iz nisbati)",VERB,Past,,,,,,,,,,,,,,,,iz Gan,di ngiz
1229,tom,izgani,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz Gan,i
1232,tom,izganida,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz Gan,i da
1230,tom,izganidan,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz Gan,i dan
1231,tom,izganiga,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz Gan,i ga
1228,tom,izganlar,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,1,,,,iz Gan lar,
1233,tom,izib,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz (i)b,
1234,tom,izibdi,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,Message,,,,,,,,iz (i)b,di
1235,tom,izibdimi,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,1,,,iz (i)b mi,di
1239,tom,izildi,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,Message,,,,,,,,iz (i)l,di
1240,tom,izildimi,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,1,,,iz (i)l mi,di
1238,tom,izilgan,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz (i)l Gan,
1242,tom,izilganda,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz (i)l Gan,da
1243,tom,izilgandan,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz (i)l Gan,dan
1245,tom,izilgani,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz (i)l Gan,i
1247,tom,izilganida,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz (i)l Gan,i da
1246,tom,izilganidan,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz (i)l Gan,i dan
1248,tom,izilganiga,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz (i)l Gan,i ga
1249,tom,izilganligi,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz (i)l Gan lik,i
1267,tom,izilganligidan,"",VERB,,,,,,,,,,,,,,,,,iz (i)l Gan lik,i dan
1268,tom,izilganligini,"",VERB,,,,,,,,,,,,,,,,,iz (i)l Gan lik,i ni
1241,tom,izilganmi,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,1,,,iz (i)l Gan mi,
1244,tom,izilganni,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz (i)l Gan,ni
1250,tom,izilib,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz (i)l (i)b,
1251,tom,izilibdi,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,Message,,,,,,,,iz (i)l (i)b,di
1252,tom,izilibdimi,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,1,,,iz (i)l (i)b mi,di
1253,tom,izish,"",VERB,,,,,,,,,,,,,,,,,iz (i)sh,
1255,tom,izishda,"",VERB,,,,,,,,,,,,,,,,,iz (i)sh,da
1254,tom,izishdan,"",VERB,,,,,,,,,,,,,,,,,iz (i)sh,dan
1261,tom,izishdi,"",VERB,,,,,,,,,Message,,,,,,,,iz (i)sh,di
1262,tom,izishdilar,"",VERB,,,,,,,,,,,,,1,,,,iz (i)sh,di lar
1263,tom,izishgan,"",VERB,,,,,,,,,,,,,,,,,iz (i)sh Gan,
1264,tom,izishgandi,"",VERB,Past,,,,,,,,Message,,,,,,,,iz (i)sh Gan,di
1265,tom,izishgandilar,"",VERB,Past,,,,,,,,,,,,1,,,,iz (i)sh Gan,di lar
1266,tom,izishgandimi,"",VERB,Past,,,,,,,,,,,,,1,,,iz (i)sh Gan mi,di
1256,tom,izishi,"",VERB,,,,,,,,,,,,,,,,,iz (i)sh,i
1257,tom,izishiga,"",VERB,,,,,,,,,,,,,,,,,iz (i)sh,i ga
1259,tom,izishim,"",VERB,,,,,,,,,,,,,,,,,iz (i)sh,im
1258,tom,izishing,"",VERB,,,,,,,,,,,,,,,,,iz (i)sh,ing
1260,tom,izishingiz,"",VERB,,,,,,,,,,,,,,,,,iz (i)sh,ingiz
1236,tom,izmoq,"tom+iz (tommoq feli + iz nisbati)",VERB,,,,,,,,,,,,,,,,,iz moq,
1237,tom,izmoqchi,"tom+iz (tommoq feli + iz nisbati)",VERB,Future,3,,,,,,,Proposal,,,,,,,,iz moqchi,
1588,ona,jon,"onajon/xurmatlash manosida",NOUN,,,,,,,,,,,,,,,,,jon,
1643,oy/kun/kup,lab,"",ADV,,,,,,,,,,,,,,,,,lab,
393,ikki/o`n,lab,"Sonlar uchun: ikki{lab}/ o`n{lab}",NUM,,,,,,,,,,,,,,,,,lab,
10,kitob,lar,"",NOUN,,,,,,,,,,,,,1,,,,lar,
391,o`n/yuz/ming,larcha,"Sonlar uchun: o`n{larcha}/ yuz{larcha}",NUM,,,,,,,,,,,,,1,,,,larcha,
11,kitob,larda,"",NOUN,,,,Locative,,,,,,,,,1,,,,lar,da
1841,kim,lardadir,"",PRN,,,,Locative,,,,,,,,,1,,,,dir,lar da
167,u/bu/siz/biz,lardagi,"",NOUN,,,,,,,,,,,,,1,,,,lar dagi,
12,kitob,lardan,"",NOUN,,,,Ablative,,,,,,,,,1,,,,lar,dan
693,biz,lardanmi,"",NOUN,,,,Ablative,,,,,,,,,1,1,,,lar mi,dan
404,osmon,larday,"OT Qoida: faqatgina [u/bu/shu] suzlaridan keyin keladi u{nday}/bu{nday}/shu{nday}",PRN,,,,,,,,,,,,,1,,,,lar day,
125,rais,lardek,"",NOUN,,,,,,,,,,,,,1,,,,lar dek,
1839,kim,lardir,"",PRN,,,,,,,,,,,,,1,,,,dir,lar
13,kitob,larga,"",NOUN,,,,Dative,,,,,,,,,1,,,,lar,ga
1840,kim,largadir,"",PRN,,,,Dative,,,,,,,,,1,,,,dir,lar ga
122,kitob,largina,"",NOUN,,,,,,,,,,,,,1,,,,lar gina,
14,kitob,lari,"",NOUN,,,3,,,,,,,,,,1,,,,lar,i
158,fuqaro,larida,"",NOUN,,,3,Locative,,,,,,,,,1,,,,lar,i da
1796,oyna/kitob,laridagi,"",NOUN,,,,,,,,,,,,,,,,,lar dagi,
157,fuqaro,laridan,"",NOUN,,,3,Ablative,,,,,,,,,1,,,,lar,i dan
1786,kitob,laridir,"",NOUN,,,3,,,,,,,,,,1,,,,lar,i dir
156,fuqaro,lariga,"",NOUN,,,3,Dative,,,,,,,,,1,,,,lar,i ga
355,ruchka/kitob,larim,"kitob{larim}",NOUN,,,1,,,,,,,,,,1,,,,lar,im
359,ruchka/kitob,larimda,"kitob{larimda}",NOUN,,,1,Locative,,,,,,,,,1,,,,lar,im da
1302,kitob/oila,larimdagi,"",NOUN,,,1,,,,,,,,,,1,,,,lar dagi,im
1304,kitob/oila,larimdagiday,"",NOUN,,,1,,,,,,,,,,1,,,,lar dagi day,im
1303,kitob/oila,larimdagidek,"",NOUN,,,1,,,,,,,,,,1,,,,lar dagi dek,im
360,ruchka/kitob,larimdan,"kitob{larimdan}",NOUN,,,1,Ablative,,,,,,,,,1,,,,lar,im dan
361,ruchka/kitob,larimga,"kitob{larimga}",NOUN,,,1,Dative,,,,,,,,,1,,,,lar,im ga
15,kitob,larimiz,"",NOUN,,,1,,,,,,,,,,1,,,,lar,imiz
1706,maktab,larimizda,"",NOUN,,,1,Locative,,,,,,,,,1,,,,lar,imiz da
1288,kitob,larimizdagi,"",NOUN,,,1,,,,,,,,,,1,,,,lar dagi,imiz
1289,kitob,larimizdagidek,"",NOUN,,,1,,,,,,,,,,1,,,,lar dagi dek,imiz
327,kitob,larimizdan,"kitoblarimizdan faqat shuni saqlab qoldik",NOUN,,,1,Ablative,,,,,,,,,1,,,,lar,imiz dan
422,kitob,larimizdangina,"",NOUN,,,1,Ablative,,,,,,,,,1,,,,lar,imiz dan gina
1703,uy/kitob,larimizga,"OT",NOUN,,,1,Dative,,,,,,,,,1,,,,lar,imiz ga
421,kitob/ko`cha,larimizgina,"",NOUN,,,1,,,,,,,,,,1,,,,lar gina,imiz
16,kitob,larimizni,"",NOUN,,,1,Accusative,,,,,,,,,1,,,,lar,imiz ni
326,kitob,larimiznigina,"kitoblarimiznigina saqlab qoldik",NOUN,,,2,Accusative,,,,,,,,,1,,,,lar,imiz ning
164,fuqaro,larimizning,"",NOUN,,,2,Genitive,,,,,,,,,1,,,,lar,imiz ning
358,ruchka/kitob,larimni,"kitob{larimni}",NOUN,,,1,Accusative,,,,,,,,,1,,,,lar,im ni
414,ishchi,larimniki,"",NOUN,,,1,,,,,,,,,,1,,,,lar im niki,
363,ruchka/kitob,larimning,"kitob{larimning}",NOUN,,,1,Genitive,,,,,,,,,1,,,,lar,im ning
17,kitob,laring,"",NOUN,,,2,,,,,,,,,,1,,,,lar,ing
18,kitob,laringiz,"",NOUN,,,2,,,,,,,,,,1,,,,lar,ingiz
330,kitob,laringizdan,"kitoblaringizdan shularni ajratib oldik",NOUN,,,2,Ablative,,,,,,,,,1,,,,lar,ingiz dan
19,kitob,laringizni,"",NOUN,,,2,Accusative,,,,,,,,,1,,,,lar,ingiz ni
329,kitob,laringizning,"kitoblaringizning qiymati",NOUN,,,2,Genitive,,,,,,,,,1,,,,lar,ingiz ning
27,kitob,larini,"",NOUN,,,3,Accusative,,,,,,,,,1,,,,lar,i ni
159,fuqaro,larining,"",NOUN,,,3,Genitive,,,,,,,,,1,,,,lar,i ning
324,o`quvchi,larmi,"",NOUN,,,,,,,,,,,,,1,1,,,lar mi,
713,kitobxon,larmiz,"",NOUN,,,,,,,,,,,1,,1,,,,lar,miz
20,kitob,larni,"",NOUN,,,,Accusative,,,,,,,,,1,,,,lar,ni
123,kitob,larnigina,"",NOUN,,,,Accusative,,,,,,,,,1,,,,lar gina,ni
224,u/siz/biz/,larniki,"Qoida: {lar} qushimchasidan keyin albatta {niki} shaklida qo`shiladi.",NOUN,,,,,,,,,,,,,1,,,,lar niki,
225,u/siz/biz/,larnikichalik,"Qoida: {lar} qushimchasidan keyin albatta {niki} shaklida qo`shiladi.",NOUN,,,,,,,,,,,,,1,,,,lar niki chalik,
21,kitob,larning,"",NOUN,,,,Genitive,,,,,,,,,1,,,,lar,ning
629,biz/u/kitob,larninggina,"larnigina buladi lekin larninggina buladimi yuqmi surash kerak",NOUN,,,2,,,,,,,,,,1,,,,lar gina,ning
711,nom/ism/anjir,li,"",ADJ,,,,,,,,,,,,,,,,,li,
1834,yoz/qaynat/tuz,ma,"Fe`ldan sifat yasovchi affiks",ADJ,,,,,,,,,,Positive,,1,,,,,ma,
138,yugur/sakra,ma,"",VERB,,2,,,,,,Finite,Imperative,,,1,,,1,,ma,
375,yugur/kuyla,madi,"",VERB,Past,3,,,,,,Finite,Message,,,1,,,1,,ma,di
1402,ayt,madik,"",VERB,Past,1,,,,,,Finite,,,,,1,,1,,ma,di k
1408,ayt,madikmi,"",VERB,Past,1,,,,,,Finite,,,,,1,1,1,,ma mi,di k
376,yugur/kuyla,madilar,"",VERB,Past,3,,,,,,Finite,Message,,,,1,,1,,ma,di lar
1754,kel,madilarmi,"",VERB,Past,3,,,,,,Finite,,,,,1,1,1,,ma mi,di lar
1401,ayt,madim,"",VERB,Past,1,,,,,,Finite,,,,1,,,1,,ma,di m
1407,ayt,madimmi,"",VERB,Past,1,,,,,,Finite,,,,1,,1,1,,ma mi,di m
139,yugur/sakra,mading,"",VERB,Past,2,,,,,,Finite,Message,,,1,,,1,,ma,ding
140,yugur/sakra,madingiz,"",VERB,Past,2,,,,,,Finite,Message,,,,,,1,,ma,dingiz
141,yugur/sakra,madingizmi,"",VERB,Past,2,,,,,,Finite,,,,,,1,1,,ma mi,di ngiz
142,yugur/sakra,madingmi,"",VERB,Past,2,,,,,,Finite,,,,,,1,1,,ma mi,di ng
250,ayt/uxla,magan,"uxla{magan} ko`rinardi",VERB,Past,3,,,,,,Participle,,,,1,,,1,,ma gan,
705,bil/ko`r,magandek,"",ADV,Past,3,,,,,,Participle,,,,,,,1,,ma gan dek,
377,yugur/kuyla,magandi,"",VERB,Past,3,,,,,,Participle,Message,,,,,,1,,ma gan,di
378,yugur/kuyla,magandilar,"",VERB,Past,3,,,,,,Participle,,,,,1,,1,,ma gan,di lar
752,bil,maganding,"bilmaydiganlarimizdan xulosa chiqarib ",VERB,Past,,,,,,,,,,,,,,,,ma gan,di ng
1743,bor,magandingizlarmi,"FEL",VERB,Past,,,,,,,,,,,,,,,,ma gan mi,di ngiz lar
753,bil,magandingmi,"bilmaydiganlarimizdan xulosa chiqarib ",VERB,Past,,,,,,,,,,,,,1,,,ma gan mi,di ng
704,bil/ko`r,maganga,"",VERB,Past,3,,,,,,,,,,,,,1,,ma gan,ga
268,bor/ayt/chiq,magani,"Q:{g/q} bor{magani}/ chiq{magani}",VERB,Past,3,,,,,,Participle,,,,,,,,,ma gan,i
267,bor/ayt/chiq,maganida,"bor{maganida}/ chiq{maganida}",VERB,Past,3,,,,,,Participle,,,,,,,1,,ma gan,i da
251,ayt/uxla,maganidan,"uxla{maganidan} xavotirda edi",VERB,Past,3,,Ablative,,,,Participle,,,,,,,1,,ma gan,i dan
709,bil/ko`r,maganidek,"",ADV,Past,3,3,,,,,Participle,,,,,,,1,,ma gan dek,i
381,yugur/kuyla,maganing,"yugur{maganing}",VERB,Past,2,,,,,,,,,,,,,1,,ma gan,ing
383,yugur/kuyla,maganingda,"yugur{maganingda}",VERB,Past,2,,,,,,,,,,,,,1,,ma gan,ing da
382,yugur/kuyla,maganingdan,"yugur{maganingdan}",VERB,Past,2,,,,,,,,,,,,,1,,ma gan,ing dan
384,yugur/kuyla,maganingni,"yugur{maganingni}",VERB,Past,2,,,,,,,,,,,,,1,,ma gan,ing ni
707,bil/ko`r,maganini,"",VERB,Past,3,,,,,,,,,,,,,1,,ma gan,i ni
727,aya/uxla,maganlari,"",VERB,Past,3,,,,,,,,,,,1,,1,,ma gan lar,i
728,aya/uxla,maganlaridan,"",VERB,Past,3,,,,,,,,,,,1,,1,,ma gan lar,i dan
725,aya/uxla,maganlaring,"",VERB,Past,2,,,,,,,,,,,1,,1,,ma gan lar,ing
729,aya/uxla,maganlarini,"",VERB,Past,3,,,,,,,,,,,1,,1,,ma gan lar,i ni
726,aya/uxla,maganlarni,"",VERB,Past,3,,,,,,,,,,,1,,1,,ma gan lar,ni
1429,bor/chiq,maganlarning,"",VERB,Past,2,,,,,,,,,,,1,,1,,ma gan lar,ning
249,ayt/uxla,maganligi,"uxla{maganligi} xavotirli edi",VERB,Past,3,,,,,,Participle,,,,,,,1,,ma gan lik,i
248,ayt/uxla,maganligidan,"uxla{maganligidan} xavotirda edi",VERB,Past,3,,Ablative,,,,Participle,,,,,,,1,,ma gan lik,i dan
759,bil/ayt,maganliging,"",VERB,Past,2,,,,,,,,,,,,,1,,ma gan lik,ing
1280,kel,maganligingni,"",VERB,Past,2,,,,,,,,,,,,,1,,ma gan lik,ing ni
715,bor/kuyla,maganliklari,"",VERB,Past,3,,,,,,Participle,,,,,1,,1,,ma gan lik,lari
716,ayt/kuyla,maganliklaridan,"",VERB,Past,3,,Ablative,,,,Participle,,,,,1,,1,,ma gan lik,lari dan
717,ayt/kuyla,maganliklarini,"",VERB,Past,3,,Accusative,,,,Participle,,,,,1,,1,,ma gan lik,lari ni
755,bil,maganmi,"bilmaydiganlarimizdan xulosa chiqarib ",VERB,Past,3,,,,,,,,,,,,1,1,,ma gan mi,
379,yugur/kuyla,maganmidi,"",VERB,Past,3,,,,,,Participle,Message,,,,,1,1,,ma gan mi,di
380,yugur/kuyla,maganmidilar,"",VERB,Past,3,,,,,,Participle,,,,,1,1,1,,ma gan mi,di lar
754,bil,maganmiding,"bilmaydiganlarimizdan xulosa chiqarib ",VERB,Past,2,,,,,,,,,,,,1,1,,ma gan mi,di ng
1746,bor,magansiz,"FEL",VERB,Past,2,,,,,,,,,,,,,,,ma gan,siz
1440,bor/sakra,magin,"",VERB,,2,,,,,,Finite,Imperative,,,1,,,1,,ma,gin
320,o`quvchi,man,"",NOUN,,1,,,,,,,,,1,1,,,,,,man
1437,bor/sakra,mang,"",VERB,,2,,,,,,Finite,Imperative,,,1,,,1,,ma,ng
1438,bor/sakra,mangiz,"",VERB,,2,,,,,,Finite,Imperative,,,,,,1,,ma,ngiz
322,o`quvchi,manmi,"",NOUN,,1,,,,,,,,,1,1,,1,,,mi,man
244,ayt/uxla,mas,"",VERB,,,,,,,,Finite,,,,1,,,1,,ma,s
1782,ayt/ishla,masa,"VERB",VERB,Future,3,,,,,,,Imperative,,,,,,1,,ma,sa
1308,adash/ko`r,masak,"",VERB,,,,,,,,,Conditional,,,,,,1,,ma,sa k
1305,adash/ko`r,masam,"",VERB,,,,,,,,,Conditional,,,,,,1,,ma,sa m
1306,adash/ko`r,masang,"",VERB,,,,,,,,,Conditional,,,,,,1,,ma,sa ng
1307,adash/ko`r,masangiz,"",VERB,,,,,,,,,Conditional,,,,,,1,,ma,sa ngiz
246,ayt/uxla,masdan,"uxla{masdan}",VERB,Past,,,,,,,Adverbial,,,,1,,,1,,ma s,dan
75,bor/kuyla,masdi,"utgan zamon",VERB,Past,,,,,,,,Message,,,,,,1,,ma,s di
77,bor/kuyla,masdik,"utgan zamon",VERB,Past,,,,,,,,,,,,,,1,,ma,s di k
79,bor/kuyla,masdilar,"utgan zamon",VERB,Past,,,,,,,,,,,,1,,1,,ma,s di lar
76,bor/kuyla,masdim,"utgan zamon",VERB,Past,,,,,,,,,,,,,,1,,ma,s di m
78,bor/kuyla,masdingiz,"utgan zamon",VERB,Past,,,,,,,,,,,,,,1,,ma,s di ngiz
1283,kel,masidan,"",VERB,,,,,,,,,,,,,,,1,,ma s,i dan
1436,bor/sakra,masin,"",VERB,,2,,,,,,Finite,Imperative,,,1,,,1,,ma,sin
564,qo`shil/ayt,masligi,"",VERB,,,,,,,,,,,,,,,1,,ma s lik,i
565,qo`shil/ayt,masligidan,"",VERB,,,,,,,,,,,,,,,1,,ma s lik,i dan
1284,kel,masligiga,"",VERB,,,,,,,,,,,,,,,1,,ma s lik,i ga
571,qo`shil/ayt,masligim,"",VERB,,,,,,,,,,,,,,,1,,ma s lik,im
567,qo`shil/ayt,masliging,"",VERB,,,,,,,,,,,,,,,1,,ma s lik,ing
573,qo`shil/ayt,masligingdan,"",VERB,,,,,,,,,,,,,,,1,,ma s lik,ing dan
568,qo`shil/ayt,masligingiz,"",VERB,,,,,,,,,,,,,,,1,,ma s lik,ingiz
566,qo`shil/ayt,masligini,"",VERB,,,,,,,,,,,,,,,1,,ma s lik,i ni
570,qo`shil/ayt,maslik,"",VERB,,,,,,,,,,,,,,,1,,ma s lik,
247,ayt/uxla,masliklari,"uxla{masliklari} oqibatida axvoli og`irlashdi",VERB,,,3,,,,,Infinitive,,,,,1,,1,,ma s lik,lari
695,kel/kuyla,masliklaridan,"",VERB,,,,,,,,,,,,,1,,1,,ma s lik lar,i dan
245,ayt/uxla,maslikni,"uxlamaslikni bahona qilib",VERB,,,,Accusative,,,,Infinitive,,,,1,,,1,,ma s lik,ni
