id,root,affix,info,pos,tense,person,possession,cases,verb_voice1,verb_voice2,verb_voice3,verb_func,impulsion,degree,copula,singular,plural,question,negative,polite,lexical_affixes,syntactical_affixes
1835,chiq/tush/shosh,Ar,"Orttirma nisbat yasovchi",VERB,,,,,Causative,,,Finite,,,,1,,,,,Ar,
1689,chiq/tush/shosh,Ar,"nisbat qushimcha / yugurar/sakrar dagi -(a)r suffix emasbu buyruq shaklidagisibu",VERB,Future,3,,,Causative,,,Finite,Message,,,1,,,,,Ar,
1097,tush/shosh/chiq,Ardi,"Orttirma nisbat",VERB,,,,,Causative,,,,Message,,,,,,,,Ar,di
1099,chiq/tush/shosh,Ardik,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,,,,Ar,di k
1106,chiq/tush/shosh,Ardikmi,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,1,,,Ar mi,di k
1098,chiq/tush/shosh,Ardilar,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,1,,,,Ar,di lar
1107,chiq/tush/shosh,Ardilarmi,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,1,1,,,Ar mi,di lar
1100,chiq/tush/shosh,Ardim,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,,,,Ar,di m
1105,chiq/tush/shosh,Ardimmi,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,1,,,Ar mi,di m
1101,chiq/tush/shosh,Arding,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,,,,Ar,di ng
1102,chiq/tush/shosh,Ardingiz,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,,,,Ar,di ngiz
1103,chiq/tush/shosh,Ardingizmi,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,1,,,Ar mi,di ngiz
1104,chiq/tush/shosh,Ardingmi,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,1,,,Ar mi,di ng
1694,chiq/tush/shosh,Argan,"yugurar/sakrar dagi -(a)r suffix emasbu buyruq shaklidagisibu",VERB,Past,3,,,Causative,,,Participle,,,,1,,,,,Ar gan,
1110,chiq/tush/shosh,Argandi,"Orttirma nisbat",VERB,Past,,,,Causative,,,,Message,,,,,,,,Ar Gan,di
1111,chiq/tush/shosh,Argandik,"Orttirma nisbat",VERB,Past,,,,Causative,,,,,,,,,,,,Ar Gan,di k
1116,chiq/tush/shosh,Argandimi,"Orttirma nisbat",VERB,Past,,,,Causative,,,,,,,,,1,,,Ar Gan mi,di
1112,chiq/tush/shosh,Arganding,"Orttirma nisbat",VERB,Past,,,,Causative,,,,,,,,,,,,Ar Gan,di ng
1113,chiq/tush/shosh,Argandingiz,"Orttirma nisbat",VERB,Past,,,,Causative,,,,,,,,,,,,Ar Gan,di ngiz
1118,chiq/tush/shosh,Argandingizmi,"Orttirma nisbat",VERB,Past,,,,Causative,,,,,,,,,1,,,Ar Gan mi,di ngiz
1117,chiq/tush/shosh,Argandingmi,"Orttirma nisbat",VERB,Past,,,,Causative,,,,,,,,,1,,,Ar Gan mi,di ng
1122,chiq/tush/shosh,Argani,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,,,,Ar Gan,i
1142,chiq/tush/shosh,Arganingda,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,,,,Ar Gan,ing da
1143,chiq/tush/shosh,Arganingdan,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,,,,Ar Gan,ing dan
1119,chiq/tush/shosh,Arganlar,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,1,,,,Ar Gan lar,
1121,chiq/tush/shosh,Arganlarga,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,1,,,,Ar Gan lar,ga
1123,chiq/tush/shosh,Arganlaricha,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,1,,,,Ar Gan lar icha,
1120,chiq/tush/shosh,Arganlarmi,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,1,1,,,Ar Gan lar mi,
1145,chiq/tush/shosh,Arganligi,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,,,,Ar Gan lik,i
1146,chiq/tush/shosh,Arganligidan,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,,,,Ar Gan lik,i dan
1147,chiq/tush/shosh,Arganligiga,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,,,,Ar Gan lik,i ga
1693,chiq/tush/shosh,Arib,"yugurar/sakrar dagi -(a)r suffix emasbu buyruq shaklidagisibu",VERB,,,,,Causative,,,Adverbial,,,,,,,,,Ar (i)b,
1465,chiq/tush/shosh,Arilayotgan,"",VERB,Present,3,,,Causative,Passive,,Participle,,,,,,,,,Ar (i)l (a)yotgan,
1466,chiq/tush/shosh,Arilayotgani,"",VERB,Present,3,,,Causative,Passive,,Participle,,,,1,,,,,Ar (i)l (a)yotgan,i
1467,chiq/tush/shosh,Arilayotganligi,"",VERB,Present,3,,,Causative,Passive,,Participle,,,,1,,,,,Ar (i)l (a)yotgan lik,i
1454,chiq/tush/shosh,Arildi,"",VERB,Past,3,,,Causative,Passive,,Finite,Message,,,1,,,,,Ar (i)l,di
1459,chiq/tush/shosh,Arildik,"",VERB,Past,1,,,Causative,Passive,,Finite,Message,,,,,,,,Ar (i)l,di k
1138,chiq/tush/shosh,Arildikmi,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,1,,,Ar (i)l mi,di k
1128,chiq/tush/shosh,Arildilar,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,1,,,,Ar (i)l,di lar
1133,chiq/tush/shosh,Arildim,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,,,,Ar (i)l,di m
1455,chiq/tush/shosh,Arildimi,"",VERB,Past,3,,,Causative,Passive,,Finite,,,,,,1,,,Ar (i)l mi,di
1139,chiq/tush/shosh,Arildimmi,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,1,,,Ar (i)l mi,di m
1460,chiq/tush/shosh,Arilding,"",VERB,Past,2,,,Causative,Passive,,Finite,Message,,,1,,,,,Ar (i)l,di ng
1461,chiq/tush/shosh,Arildingiz,"",VERB,Past,2,,,Causative,Passive,,Finite,Message,,,,,,,,Ar (i)l,di ngiz
1136,chiq/tush/shosh,Arildingizmi,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,1,,,Ar (i)l mi,di ngiz
1137,chiq/tush/shosh,Arildingmi,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,1,,,Ar (i)l mi,di ng
1456,chiq/tush/shosh,Arilgan,"",VERB,Past,3,,,Causative,Passive,,Participle,,,,1,,,,,Ar (i)l Gan,
1131,chiq/tush/shosh,Arilgandi,"Orttirma nisbat",VERB,Past,,,,Causative,,,,Message,,,,,,,,Ar (i)l Gan,di
1463,chiq/tush/shosh,Arilgani,"",VERB,Past,3,,,Causative,Passive,,Participle,,,,1,,,,,Ar (i)l Gan,i
1464,chiq/tush/shosh,Arilganligi,"",VERB,Past,3,,,Causative,Passive,,Participle,,,,1,,,,,Ar (i)l Gan lik,i
1457,chiq/tush/shosh,Arilganmi,"",VERB,Past,3,,,Causative,Passive,,Participle,,,,,,1,,,Ar (i)l Gan mi,
1784,chiq/tush/shosh,Arilgudek,"VERB",VERB,Future,,,,Causative,,,,Message,,,,,,,,Ar (i)l Gudek,
1140,chiq/tush/shosh,Arilmoqchi,"Orttirma nisbat",VERB,Future,3,,,Causative,,,,Proposal,,,,,,,,Ar (i)l moqchi,
1691,chiq/tush/shosh,Arish,"yugurar/sakrar dagi -(a)r suffix emasbu buyruq shaklidagisibu",VERB,,,,,Causative,,,Infinitive,,,,1,,,,,Ar ish,
1692,chiq/tush/shosh,Arishi,"yugurar/sakrar dagi -(a)r suffix emasbu buyruq shaklidagisibu",VERB,,,3,,Causative,,,Infinitive,,,,1,,,,,Ar ish,i
1699,chiq/tush/shosh,Arishim,"buyruq",VERB,Past,1,,,Causative,,,Finite,,,,1,,,,,Ar ish,im
1698,chiq/tush/shosh,Arishing,"buyruq",VERB,Past,1,,,Causative,,,Finite,,,,1,,,,,Ar ish,ing
1690,chiq/tush/shosh,Armay,"yugurar/sakrar dagi -(a)r suffix emasbu buyruq shaklidagisibu",VERB,,,,,Causative,,,Adverbial,,,,,,,1,,Ar ma,Y
1126,chiq/tush/shosh,Armoq,"Orttirma nisbat",VERB,,,,,Causative,,,,,,,,,,,,Ar moq,
1141,chiq/tush/shosh,Armoqchi,"Orttirma nisbat",VERB,Future,3,,,Causative,,,,Proposal,,,,,,,,Ar moqchi,
6,kitob/toq/burchak,Ga,"G{g/k/q} kitobga/burchakka/toqqa",NOUN,,,,Dative,,,,,,,,1,,,,,,Ga
442,yugur/uxla/ek/chiq,Gach,"",VERB,Past,,,,,,,Participle,,,,,,,,,Gach,
151,kun/oy/yil/terim/tog`,Gacha,"faqat vaqtni bildiruvchi suzlardan keyin/ asr/qiyomat/yil [sanaladigan sonlardan keyn/ keyingi yilgacha/ 5-asrgacha] toqqacha",NOUN,,,,,,,,,,,,,,,,,,Gacha
443,yugur/uxla/ek/chiq,Gachgina,"",VERB,Past,,,,,,,Participle,,,,,,,,,Gach gina,
80,bor/kuyla/chiq/cho`k,Gan,"utgan zamon",VERB,Past,,,,Active,,,,,,,,,,,,Gan,
150,yugur/sakra/ek/chiq,Gancha,"G:{g/k/q}",VERB,Past,,,,,,,,,,,,,,,,Gan cha,
470,yugur/uxla/ek/chiq,Ganchalik,"sakra{ganchalik}",VERB,Past,,,,,,,Participle,,,,1,,,,,Gan chalik,
458,yugur/uxla/ek/chiq,Ganda,"",VERB,Past,,,Locative,,,,Participle,,,,1,,,,,Gan,da
457,yugur/uxla/ek/chiq,Gandan,"",VERB,Past,,,Ablative,,,,Participle,,,,1,,,,,Gan,dan
81,bor/kuyla/chiq/cho`k,Gandi,"utgan zamon",VERB,Past,,,,,,,,Message,,,,,,,,Gan,di
83,bor/kuyla/chiq/cho`k,Gandik,"utgan zamon",VERB,Past,,,,,,,,,,,,,,,,Gan,di k
1171,bor/tek/chiq,Gandikmi,"Orttirma nisbat",VERB,Past,,,,,,,,,,,,,1,,,Gan mi,di k
84,bor/kuyla/chiq/cho`k,Gandilar,"utgan zamon",VERB,Past,,,,,,,,,,,,1,,,,Gan,di lar
82,bor/kuyla/chiq/cho`k,Gandim,"utgan zamon",VERB,Past,,,,,,,,,,,,,,,,Gan,di m
106,bor/kuyla/chiq/cho`k,Ganding,"",VERB,Past,,,,,,,,,,,,,,,,Gan,di ng
1167,bor/tek/chiq,Gandingiz,"Orttirma nisbat",VERB,Past,,,,,,,,,,,,,,,,Gan,di ngiz
1168,bor/tek/chiq,Gandingizmi,"Orttirma nisbat",VERB,Past,,,,,,,,,,,,,1,,,Gan mi,di ngiz
108,bor/kuyla/chiq/cho`k,Gandingmi,"",VERB,Past,,,,,,,,,,,,,1,,,Gan mi,di ng
269,bor/ayt/chiq,Gani,"G:{g/k/q} bor{gani}/ chiq{qani}",VERB,Past,3,3,,,,,Participle,,,,,,,,,Gan,i
1504,kul/chiq,Ganicha,"",VERB,,,,,,,,,,,,,,,,,Gan icha,
266,bor/ayt/chiq,Ganida,"Q:{g/q} bor{ganida}/ chiq{qanida}",VERB,Past,3,3,Locative,,,,Participle,,,,,,,,,Gan,i da
272,bor/ayt/chiq,Ganidan,"Q:{g/q} ayt{ganidan}/ chiq{qanidan}",VERB,Past,3,3,Ablative,,,,Participle,,,,,,,,,Gan,i dan
1695,chiq/ayt,Ganidek,"",VERB,,,,,,,,Participle,,,,1,,,,,gan,i dek
290,o`yla/ayt/chiq/cho`k,Ganim,"Q:{g/k/q}",VERB,Past,,1,,,,,Participle,,,,1,,,,,Gan,im
293,o`yla/ayt/chiq/cho`k,Ganimda,"Q:{g/k/q}",VERB,Past,,1,Locative,,,,Participle,,,,1,,,,,Gan,im da
292,o`yla/ayt/chiq/cho`k,Ganimdan,"Q:{g/k/q}",VERB,Past,,1,Ablative,,,,Participle,,,,1,,,,,Gan,im dan
462,yugur/uxla/ek/chiq,Ganimday,"",VERB,Past,,1,,,,,Participle,,,,1,,,,,Gan day,im
287,o`yla/ayt/chiq,Ganimdek,"Q:{g/k/q}",VERB,Past,,1,,,,,Participle,,,,1,,,,,Gan dek,im
426,yugur/uxla/ek/chiq,Ganimiz,"",VERB,Past,,1,,,,,Participle,,,,1,,,,,Gan,imiz
427,yugur/uxla/ek/chiq,Ganimizda,"",VERB,Past,,1,Locative,,,,Participle,,,,1,,,,,Gan,imiz da
430,yugur/uxla/ek/chiq,Ganimizdagina,"G:{g/k/q}",VERB,Past,,1,Locative,,,,Participle,,,,1,,,,,Gan da gina,imiz
431,yugur/uxla/ek/chiq,Ganimizday,"",VERB,Past,,1,,,,,Participle,,,,1,,,,,Gan day,imiz
468,yugur/uxla/ek/chiq,Ganimizdek,"",VERB,Past,,1,,,,,Participle,,,,,,,,,Gan dek,imiz
428,yugur/uxla/ek/chiq,Ganimizni,"",VERB,Past,,1,Accusative,,,,Participle,,,,1,,,,,Gan,imiz ni
429,yugur/uxla/ek/chiq,Ganimiznigina,"",VERB,Past,,1,Accusative,,,,Participle,,,,1,,,,,Gan gina,imiz
288,o`yla/ayt/chiq,Ganimni,"Q:{g/k/q}",VERB,Past,,1,Accusative,,,,Participle,,,,1,,,,,Gan,im ni
473,yugur/uxla/ek/chiq,Ganimnigina,"",VERB,Past,,1,Accusative,,,,Participle,,,,1,,,,,Gan gina,im
472,yugur/uxla/ek/chiq,Ganimning,"",VERB,Past,,1,Genitive,,,,Participle,,,,1,,,,,Gan,im ning
102,bor/kuyla/chiq/cho`k,Ganing,"",VERB,Past,,,,,,,,,,,,,,,,Gan,ing
104,bor/kuyla/chiq/cho`k,Ganingda,"",VERB,Past,,,,,,,,,,,,,,,,Gan,ing da
103,bor/kuyla/chiq/cho`k,Ganingdan,"",VERB,Past,,,,,,,,,,,,,,,,Gan,ing dan
463,yugur/uxla/ek/chiq,Ganingday,"",VERB,Past,,2,,,,,Participle,,,,1,,,,,Gan day,ing
466,yugur/uxla/ek/chiq,Ganingdek,"",VERB,Past,,2,,,,,Participle,,,,1,,,,,Gan dek,ing
105,bor/kuyla/chiq/cho`k,Ganingga,"",VERB,Past,,,,,,,,,,,,,,,,Gan,ing ga
146,bor/kuyla/chiq/cho`k,Ganingiz,"",VERB,Past,,,,,,,,,,,,,,,,Gan,ingiz
464,yugur/uxla/ek/chiq,Ganingizday,"",VERB,Past,,2,,,,,Participle,,,,,,,,,Gan day,ingiz
465,yugur/uxla/ek/chiq,Ganingizdek,"",VERB,Past,,2,,,,,Participle,,,,,,,,,Gan dek,ingiz
148,bor/kuyla/chiq/cho`k,Ganingizni,"",VERB,Past,,,,,,,,,,,,,,,,Gan,ingiz ni
475,yugur/uxla/ek/chiq,Ganingiznigina,"",VERB,Past,,2,Accusative,,,,Participle,,,,,,,,,Gan gina,ingiz
452,yugur/uxla/ek/chiq,Ganinglar,"",VERB,Past,,,,,,,Participle,,,,,1,,,,Gan,inglar
454,yugur/uxla/ek/chiq,Ganinglarda,"",VERB,Past,,,Locative,,,,Participle,,,,,1,,,,Gan,inglar da
455,yugur/uxla/ek/chiq,Ganinglardan,"",VERB,Past,,,Ablative,,,,Participle,,,,,1,,,,Gan,inglar dan
453,yugur/uxla/ek/chiq,Ganinglarni,"",VERB,Past,,,Accusative,,,,Participle,,,,,1,,,,Gan,inglar ni
274,bor/ayt/chiq,Ganingni,"Q:{g/q} ayt{ganingni}/ chiq{qaningni}",VERB,Past,,2,Accusative,,,,Participle,,,,,,,,,Gan,ing ni
474,yugur/uxla/ek/chiq,Ganingnigina,"",VERB,Past,,2,Accusative,,,,Participle,,,,1,,,,,Gan gina,ing
271,bor/ayt/chiq,Ganini,"Q:{g/q} bor{ganini}/ chiq{qanini}",VERB,Past,3,3,Accusative,,,,Participle,,,,,,,,,Gan,i ni
1682,kel/chiq,Ganlar,"",VERB,,,,,,,,,,,,,1,,,,gan,lar
275,bor/ayt/chiq,Ganlari,"Q:{g/q} ayt{ganlari}/ chiq{qanlari}",VERB,Past,,3,,,,,Participle,,,,,1,,,,Gan,lari
228,yugur/bor/chiq,Ganlarida,"Q:{g/q}",VERB,Past,,,,,,,,,,,,1,,,,Gan lar,i da
227,yugur/bor/chiq,Ganlaridan,"Q:{g/q}",VERB,Past,,,,,,,,,,,,1,,,,Gan lar,i dan
289,o`yla/ayt/chiq/cho`k,Ganlarim,"Q:{g/k/q}",VERB,Past,,1,,,,,Participle,,,,,1,,,,Gan,lar im
423,yugur/uxla/ek/chiq,Ganlarimiz,"",VERB,Past,,1,,,,,Participle,,,,,1,,,,Gan lar,imiz
424,yugur/uxla/ek/chiq,Ganlarimizni,"",VERB,Past,,1,,,,,Participle,,,,,1,,,,Gan lar,imiz ni
655,kel/kuyla,Ganlaring,"",VERB,Past,,,,,,,Participle,,,,,1,,,,Gan lar,ing
662,kel/kuyla,Ganlaringda,"",VERB,Past,,,,,,,Participle,,,,,1,,,,Gan lar,ing da
663,kel/kuyla,Ganlaringdan,"",VERB,Past,,,Ablative,,,,Participle,,,,,1,,,,Gan lar,ing dan
654,kel/kuyla,Ganlaringiz,"",VERB,Past,,,,,,,Participle,,,,,1,,,,Gan lar,ingiz
664,kel/kuyla,Ganlaringni,"",VERB,Past,,,Accusative,,,,Participle,,,,,1,,,,Gan lar,ing ni
229,yugur/yig`la/chiq,Ganlarini,"Q:{g/q}",VERB,Past,,,,,,,,,,,,1,,,,Gan lar,i ni
652,kel/kuyla,Ganlarni,"",VERB,Past,,,Accusative,,,,Participle,,,,,1,,,,Gan lar,ni
1428,bor/chiq,Ganlarning,"",VERB,,,,,,,,,,,,,1,,,,Gan lar,ning
524,yugur/ek/chiq/sakra,Ganligini,"G:{g/k/q}",VERB,Past,3,,Accusative,,,,Participle,,,,1,,,,,Gan lik,i ni
1410,boshla/to`k,Ganman,"",VERB,,,,,,,,,,,,,,,,,Gan,man
86,bor/kuyla/chiq/cho`k,Ganmi,"",VERB,Past,,,,,,,,,,,,,1,,,Gan,di
85,bor/kuyla/chiq/cho`k,Ganmidi,"",VERB,Past,,,,,,,,Message,,,,,1,,,Gan mi,di
231,yugur/yig`la/chiq,Ganmidik,"Q:{g/q}",VERB,Past,,,,,,,,,,,,,1,,,Gan mi,di k
297,o`yla/ayt/chiq/cho`k,Ganmidilar,"Q:{g/k/q}",VERB,Past,3,,,,,,Participle,Message,,,,1,1,,,Gan mi,di lar
294,o`yla/ayt/chiq/cho`k,Ganmidim,"Q:{g/k/q}",VERB,Past,1,,,,,,Participle,Message,,,1,,1,,,Gan mi,di m
295,o`yla/ayt/chiq/cho`k,Ganmiding,"Q:{g/k/q}",VERB,Past,2,,,,,,Participle,Message,,,1,,1,,,Gan mi,di ng
87,bor/kuyla/chiq/cho`k,Ganmidingiz,"",VERB,Past,,,,,,,,,,,,,1,,,Gan mi,di ngiz
237,yugur/yig`la/chiq,Ganmisan,"Q:{g/q}",VERB,Past,,,,,,,,,,,,,1,,,Gan mi,san
406,ayt/ek/chiq,Ganmish,"G:{g/k/q} FEL. Gumon manosida",VERB,Past,3,,,,,,Participle,Message,,,1,,,,,Gan mish,
236,yugur/yig`la/chiq,Ganmisiz,"Q:{g/q}",VERB,Past,,,,,,,,,,,,,,,,Gan mi,siz
96,bor/kuyla/chiq/cho`k,Ganmiz,"",VERB,Past,,,,,,,,,,,,,,,,Gan,miz
235,yugur/yig`la/chiq,Ganmizmi,"Q:{g/q}",VERB,Past,,,,,,,,,,,,,1,,,Gan mi,miz
459,yugur/uxla/ek/chiq,Ganni,"",VERB,Past,,,Accusative,,,,Participle,,,,1,,,,,Gan,ni
1411,boshla/to`k,Gansan,"",VERB,,,,,,,,,,,,,,,,,Gan,san
97,bor/kuyla/chiq/cho`k,Gansiz,"",VERB,Past,,,,,,,,,,,,,,,,Gan,siz
240,yugur/yig`la/chiq,Gansizmi,"Q:{g/q}",VERB,Past,,,,,,,,,,,,,1,,,Gan mi,siz
214,ayt/kuyla,Gay,"Q:{g/q} aytgay/ chiqqay. Qoida: q dan boshqa harf bulan tugasa {g}/ q bn tugasas {q} bilan keladi.",VERB,Future,,,,,,,Finite,Message,,,1,,,,,Gay,
1654,yur/yet/ut,Gazadi,"",VERB,Future,,,,,,,,Message,,,,,,,,Gaz,adi
1653,yur/yet/ut,Gazdi,"",VERB,Past,3,,,,,,Finite,Message,,,1,,,,,Gaz,di
1652,yur/yet/ut,Gazgan,"",VERB,Past,3,,,,,,Participle,,,,1,,,,,Gaz gan,
1651,yur/yet/ut,Gazganini,"",VERB,Past,3,,Accusative,,,,Participle,,,,1,,,,,Gaz gan,i ni
1634,yur/yet,Gazildi,"",VERB,Past,3,,,,,,Finite,Message,,,1,,,,,Gaz (i)l,di
1629,yur/yet,Gazilgan,"",VERB,Past,3,,,,,,Participle,,,,1,,,,,Gaz (i)l gan,
1630,yur/yet,Gazilgandi,"",VERB,Past,,,,,,,,Message,,,,,,,,Gaz (i)l gan,di
1631,yur/yet,Gazilgani,"",VERB,Past,3,,,,,,Participle,,,,1,,,,,Gaz (i)l gan,i
1633,yur/yet,Gazilganida,"",VERB,Past,3,,Locative,,,,Participle,,,,1,,,,,Gaz (i)l gan,i da
1632,yur/yet,Gazilganidan,"",VERB,Past,3,,Ablative,,,,Participle,,,,1,,,,,Gaz (i)l gan,i dan
1650,yur/yet/ut,Gazilish,"",VERB,,,,,,,,Infinitive,,,,1,,,,,Gaz (i)l ish,
1626,yur/yet,Gazish,"",VERB,,,,,,,,Infinitive,,,,1,,,,,Gaz ish,
1627,yur/yet,Gazishi,"",VERB,,,3,,,,,Infinitive,,,,1,,,,,Gaz ish,i
1628,yur/yet,Gazishida,"",VERB,,,3,Locative,,,,Infinitive,,,,1,,,,,Gaz ish,i da
1649,yur/yet,Gazishni,"",VERB,,,,Accusative,,,,Infinitive,,,,,,,,,Gaz ish,ni
1823,yur/yet,Gazmoq,"",VERB,,,,,,,,,,,,,,,,,Gaz moq,
1625,yur/yet,Gazmoqchi,"",VERB,Future,3,,,,,,,Proposal,,,,,,,,Gaz moqchi,
1824,yur/yet,Gazmoqda,"",VERB,Present,,,,,,,,,,,,,,,,Gaz moqda,
62,bor/kuyla/chiq,Gin,"buyruq/istak mayli 2-shaxs",VERB,Future,2,,,,,,Finite,Imperative,,,1,,,,,Gin,
446,yugur/uxla/ek/chiq,Gudek,"",VERB,Future,,,,,,,Participle,,,,,,,,,Gudek,
445,yugur/uxla/ek/chiq,Guncha,"",VERB,Future,,,,,,,Participle,,,,,,,,,Guncha,
1174,ko`rgaz/o`tkaz/yotqiz/turg`az,Qaz,"Orttirma nisbat",VERB,,,,,,,,,,,,,,,,,Qaz,
1175,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazdi,"",VERB,,,,,,,,,Message,,,,,,,,Qaz,di
1176,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazdilar,"",VERB,,,,,,,,,,,,,1,,,,Qaz,di lar
1177,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazdimi,"",VERB,,,,,,,,,,,,,,1,,,Qaz mi,di
1178,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazgan,"",VERB,,,,,,,,,,,,,,,,,Qaz Gan,
1180,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazgandi,"",VERB,Past,,,,,,,,Message,,,,,,,,Qaz Gan,di
1181,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazgandilar,"",VERB,Past,,,,,,,,,,,,1,,,,Qaz Gan,di lar
1183,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazgani,"",VERB,,,,,,,,,,,,,,,,,Qaz Gan,i
1179,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazganmi,"",VERB,,,,,,,,,,,,,,1,,,Qaz Gan mi,
372,o`tir/kuyla,Ydi,"o`tir{adi}/ kuyla{ydi} Qoida: undosh bilan tugasa (a)/ unli bilan tugasa (y) holida qo`shimcha yasaladi",VERB,Past,3,,,,,,Finite,Message,,,1,,,,,,Ydi
371,o`tir/kuyla,Ydigan,"o`tir{adigan}/ kuyla{ydigan} Qoida: undosh bilan tugasa (a)/ unli bilan tugasa (y) holida qo`shimcha yasaladi",VERB,Future,3,,,,,,Participle,,,,1,,,,,Ydigan,
1419,bo`l,Ydiki,"",VERB,,,,,,,,,,,,,,,,,Ydi ki,
373,o`tir/kuyla,Ydilar,"o`tir{adilar}/ kuyla{ydilar}",VERB,Past,3,,,,,,Finite,Message,,,,1,,,,,Ydi lar
374,yugur/kuyla,Ydimi,"yugur{adimi}/ kuyla{ydimi}",VERB,Past,3,,,,,,Finite,Message,,,1,,1,,,mi,Ydi
668,ayt/ishla,Yman,"Qoida: undoshda a/ unlida y buladi aytamiz/ ishlaymiz",VERB,Future,1,,,,,,Finite,Message,,,1,,,,,,Y man
669,ayt/ishla,Ymanmi,"Qoida: undoshda a/ unlida y buladi aytamiz/ ishlaymiz",VERB,Future,1,,,,,,Finite,,,,1,,1,,,mi,Y man
666,ayt/ishla,Ymiz,"Qoida: undoshda a/ unlida y buladi aytamiz/ ishlaymiz",VERB,Future,1,,,,,,Finite,Message,,,,,,,,,Y miz
667,ayt/ishla,Ymizmi,"Qoida: undoshda a/ unlida y buladi aytamiz/ ishlaymiz",VERB,Future,1,,,,,,Finite,,,,,,1,,,mi,Y miz
670,ayt/ishla,Ysan,"Qoida: undoshda a/ unlida y buladi aytamiz/ ishlaymiz",VERB,Future,2,,,,,,Finite,Message,,,1,,,,,,Y san
671,ayt/ishla,Ysanmi,"Qoida: undoshda a/ unlida y buladi aytamiz/ ishlaymiz",VERB,Future,2,,,,,,Finite,,,,1,,1,,,mi,Y san
672,ayt/ishla,Ysiz,"Qoida: undoshda a/ unlida y buladi aytamiz/ ishlaymiz",VERB,Future,2,,,,,,Finite,Message,,,,,,,,,Y siz
673,ayt/ishla,Ysizmi,"Qoida: undoshda a/ unlida y buladi aytamiz/ ishlaymiz",VERB,Future,2,,,,,,Finite,,,,,,1,,,mi,Y siz
1655,ket/gapla,Yver,"",VERB,Future,3,,,,,,Finite,Message,,,1,,,,,Y ver,
1685,kel/gapla,Yveradi,"",VERB,Future,,,,,,,,Message,,,,,,,,Y ver,adi
1683,kel/gapla,Yverar,"",VERB,Future,,,,,,,,,,,,,,,,Y ver ar,
1684,kel/gapla,Yverardi,"",VERB,,,,,,,,,Message,,,,,,,,Y ver ar,di
1657,ket/gapla,Yverdi,"",VERB,Past,3,,,,,,Finite,Message,,,1,,,,,Y ver,di
1658,ket/gapla,Yvergan,"",VERB,Past,3,,,,,,Participle,,,,1,,,,,Y ver gan,
1659,ket/gapla,Yvergandi,"",VERB,Past,,,,,,,Participle,Message,,,,,,,,Y ver gan,di
1660,ket/gapla,Yverganding,"",VERB,Past,,,,,,,Participle,,,,,,,,,Y ver gan,di ng
1661,ket/gapla,Yvergandingiz,"",VERB,Past,,,,,,,Participle,,,,,,,,,Y ver gan,di ngiz
1662,ket/gapla,Yvergani,"",VERB,,,,,,,,Participle,,,,,,,,,Y ver gan,i
1676,ket/gapla,Yverganidan,"",VERB,,,,,,,,Participle,,,,,,,,,Y ver gan,i dan
1665,ket/gapla,Yverganim,"",VERB,,,,,,,,Participle,,,,,,,,,Y ver gan,im
1663,ket/gapla,Yverganing,"",VERB,,,,,,,,Participle,,,,,,,,,Y ver gan,ing
1678,ket/gapla,Yverganingdan,"",VERB,,,,,,,,Participle,,,,,,,,,Y ver gan,ing dan
1677,ket/gapla,Yverganingga,"",VERB,,,,,,,,Participle,,,,,,,,,Y ver gan,ing ga
1664,ket/gapla,Yverganingiz,"",VERB,,,,,,,,Participle,,,,,,,,,Y ver gan,ingiz
